chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,75.0,98980,0,0,0,0,0,1,2.5,1.5,1,Emiliano,2.5,49,False,,2023-08-25T14:00:08.378829Z,50,98980.jpg,3.3,Martínez Romero,6.3,False,,a,2,7,10,84795,2247,243234,24080,0.5,2.0,Martinez,270,0,0,1,8,0,0,0,1,0,11,2,65,88.8,0.0,0.0,8.9,3,0.00,0.00,0.00,6.59,55,14,646,78,640,77,191,15,,,,,,,0.0,3.67,0.0,0.0,2.2,2.67,175,5,128,15,102,9,63,10,1.0,0.33
,,122806,0,0,0,0,0,3,4.0,3.5,2,John,4.0,50,False,,,55,122806.jpg,4.0,McGinn,0.6,False,,a,2,7,16,23169,1378,17704,1952,0.7,2.9,McGinn,333,1,0,1,7,0,0,0,0,0,0,2,62,55.8,52.1,62.0,17.0,4,1.05,0.27,1.32,5.68,145,51,89,62,65,37,79,47,4.0,,,,,,0.28,0.0,0.07,0.35,1.54,1.89,96,58,61,26,77,34,208,65,1.08,0.27
0.0,0.0,149484,0,0,-2,2,0,2,0.0,0.0,0,Tyrone,0.0,51,False,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,43,149484.jpg,0.0,Mings,3.2,False,,i,2,7,0,7435,163,877615,23702,0.0,0.0,Mings,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,340,129,229,68,253,86,317,116,,,,,,,0.03,0.0,0.48,0.51,3.24,6.0,577,156,486,188,487,188,98,40,3.0,0.0
,,111782,0,0,0,0,0,1,0.5,0.0,0,Robin,0.5,53,False,,,40,111782.jpg,2.0,Olsen,0.9,False,,a,2,7,2,8805,1214,13728,1116,0.1,0.5,Olsen,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,285,22,381,20,348,16,340,22,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,606,46,304,22,170,18,176,24,1.0,0.0
0.0,,481624,0,0,0,0,0,3,0.0,-0.3,0,Jaden,0.2,54,False,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,481624.jpg,1.0,Philogene-Bidace,0.1,False,,u,2,7,1,3755,15,8091,1430,0.0,0.2,Philogene,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,369,171,345,170,301,145,368,168,,,,,,,0.0,0.0,0.0,0.0,19.5,30.0,443,235,360,165,305,131,391,123,0.0,0.0
0.0,0.0,232653,0,0,-1,1,0,3,0.0,0.0,0,Jacob,0.0,55,False,Foot injury - Expected back 16 Sep,2023-07-25T12:00:03.978550Z,59,232653.jpg,0.0,Ramsey,0.1,False,,i,2,7,0,259,28,7294,320,0.0,0.0,J.Ramsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,691,295,690,294,689,292,692,295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,77,49,689,294,690,294,455,152,0.0,0.0
0.0,0.0,122775,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,56,False,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,122775.jpg,0.0,Sanson,0.0,False,,u,2,7,0,0,0,454,29,0.0,0.0,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,550,207,546,206,528,198,557,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,354,214,557,211,558,211,665,275,0.0,0.0
0.0,0.0,248164,0,0,0,0,0,1,0.0,0.0,0,Viljami,0.0,57,False,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,248164.jpg,0.0,Sinisalo,0.0,False,,u,2,7,0,0,0,193,14,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,438,57,423,42,391,38,446,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,653,68,443,56,444,57,669,82,0.0,0.0
,,166989,-1,1,-2,2,0,3,1.0,0.5,1,Youri,1.0,58,False,,,58,166989.jpg,1.0,Tielemans,0.7,False,,a,2,7,4,7100,454,52903,3988,0.2,0.7,Tielemans,94,0,0,0,3,0,0,0,0,0,0,0,18,10.2,14.9,2.0,2.7,0,0.00,0.10,0.10,2.68,298,130,214,121,316,156,309,137,,,,,,,0.0,0.0,0.1,0.1,2.57,2.87,83,52,271,125,347,164,190,59,0.0,0.0
0.0,0.0,110504,0,0,0,0,0,3,0.0,0.0,0,Bertrand,0.2,59,False,Muscle injury - Expected back 16 Sep,2023-09-01T15:29:59.576149Z,50,110504.jpg,1.0,Traoré,0.0,False,,i,2,7,1,274,2,1573,157,0.0,0.2,Bertrand Traoré,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.45,654,269,650,267,644,261,658,269,,,,,,,0.0,0.0,0.0,0.0,4.5,0.0,179,108,371,173,335,154,601,238,0.0,0.0
,,178301,0,0,0,0,0,4,4.2,3.7,2,Ollie,4.2,60,False,,,80,178301.jpg,4.2,Watkins,21.9,False,,a,2,7,17,410863,19665,652625,91977,0.5,2.1,Watkins,320,0,3,1,9,0,0,0,0,0,0,0,39,60.2,92.4,116.0,26.9,4,1.36,0.18,1.54,6.82,127,17,30,2,26,8,36,8,,,,,2.0,,0.38,0.0,0.05,0.43,1.92,2.53,10,3,55,14,65,15,15,3,1.12,0.28
0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,Wesley,0.0,61,False,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,213345.jpg,0.0,Moraes Ferreira da Silva,0.0,False,,u,2,7,0,0,0,611,28,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,661,75,659,78,653,79,665,79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,199,44,661,78,662,78,656,88,0.0,0.0
,,244954,0,0,0,0,0,2,2.2,1.7,1,Pau,2.2,584,False,,,45,244954.jpg,2.2,Torres,2.4,False,,a,2,7,9,37142,1802,57648,5752,0.5,2.0,Pau,329,0,0,1,7,0,0,0,0,0,0,0,64,50.2,15.3,17.0,8.3,3,0.03,0.03,0.06,6.24,158,65,211,63,180,46,200,65,,,,,,,0.01,0.0,0.01,0.02,1.71,1.91,411,100,139,44,160,52,112,44,0.82,0.27
,,243557,0,0,1,-1,1,3,6.0,5.5,2,Moussa,6.0,599,False,,,66,243557.jpg,6.0,Diaby,9.5,False,,a,2,7,24,467806,36371,223378,23386,0.9,3.6,Diaby,311,2,1,1,8,0,0,0,0,0,0,2,81,109.6,90.1,105.0,30.5,4,0.97,0.47,1.44,6.19,37,14,31,22,32,20,27,19,,,,,,,0.28,0.0,0.14,0.42,1.79,2.32,44,27,17,10,19,10,47,17,1.16,0.29
,,549068,0,0,0,0,0,3,0.0,-0.5,0,Omari,0.0,618,False,,,45,549068.jpg,0.0,Kellyman,0.0,False,,a,2,7,0,1267,312,1672,158,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,610,239,606,238,597,231,617,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,475,255,613,242,614,242,514,187,0.0,0.0
,,462381,0,0,0,0,0,1,0.0,-0.5,0,Filip,0.0,670,False,,,40,462381.jpg,0.0,Marschall,0.0,False,,a,2,7,0,523,104,138,38,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,455,62,440,47,410,43,463,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,672,73,461,61,462,62,630,76,0.0,0.0
,,245414,0,0,0,0,0,3,1.0,0.5,1,Nicolò,1.0,672,False,,,55,245414.jpg,1.0,Zaniolo,0.0,False,,a,2,7,2,2485,311,761,241,0.2,0.4,Zaniolo,42,0,0,0,0,0,0,0,0,0,0,0,4,9.8,21.7,8.0,3.9,0,0.21,0.11,0.32,0.64,301,131,180,110,234,118,283,123,,,,,,,0.45,0.0,0.24,0.69,1.37,0.0,112,70,270,124,345,163,543,205,0.0,0.0
,,516159,0,0,0,0,0,1,0.0,-0.5,0,Oliwier,0.0,686,False,,,40,516159.jpg,0.0,Zych,0.1,False,,a,2,7,0,5300,1906,568,230,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,471,71,455,56,426,52,478,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,692,82,476,70,477,71,429,62,0.0,0.0
,,171101,0,0,0,0,0,2,2.0,1.5,0,Clément,0.0,699,False,,,45,171101.jpg,0.0,Lenglet,0.0,False,,a,2,7,0,708,570,68,58,0.0,0.0,Lenglet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,553,217,549,216,533,211,560,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,364,67,560,216,561,216,633,215,0.0,0.0
0.0,,444180,0,0,-1,1,0,3,0.0,0.8,0,Jaidon,0.8,62,False,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,444180.jpg,1.0,Anthony,0.1,False,,u,3,91,3,1618,67,6234,772,0.2,0.6,Anthony,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,307,134,279,145,193,103,298,130,3.0,,2.0,,,,0.04,0.0,0.01,0.05,2.65,2.98,301,199,289,132,332,151,404,128,1.19,0.0
,,168991,0,0,-1,1,0,3,2.0,2.0,2,Philip,2.0,63,False,,,54,168991.jpg,2.0,Billing,0.5,False,,a,3,91,8,8202,235,34552,2403,0.4,1.5,Billing,355,0,0,0,8,0,0,0,0,0,0,0,39,63.8,80.9,64.0,20.8,4,0.84,0.20,1.04,9.27,119,42,42,29,60,33,55,35,,,1.0,,,,0.21,0.0,0.05,0.26,2.35,2.03,132,79,167,73,195,86,220,69,1.01,0.0
,,111317,0,0,-1,1,0,3,3.0,3.0,8,David,3.0,64,False,,,49,111317.jpg,3.0,Brooks,0.1,False,,a,3,91,12,2502,957,4491,251,0.6,2.4,Brooks,135,1,0,0,2,0,0,0,0,0,0,2,39,45.8,43.1,59.0,14.8,1,1.18,0.22,1.40,3.08,169,63,107,73,70,40,100,56,1.0,,,,,,0.79,0.0,0.15,0.94,2.05,1.33,254,167,98,45,119,55,430,138,0.67,0.0
100.0,100.0,158499,0,0,0,0,0,3,1.8,1.8,2,Ryan,1.8,65,False,,2023-08-06T23:30:05.398527Z,50,158499.jpg,1.8,Christie,0.0,False,,a,3,91,7,1127,92,1043,94,0.4,1.4,Christie,273,0,0,0,6,0,0,0,0,0,0,0,30,35.4,53.2,52.0,14.1,4,0.17,0.19,0.36,7.36,210,84,87,60,82,48,110,59,,,,,,,0.06,0.0,0.06,0.12,2.43,1.98,187,114,181,80,209,95,557,213,1.32,0.0
100.0,100.0,155408,0,0,0,0,0,3,0.8,0.8,2,Lewis,0.8,66,False,,2023-08-12T21:30:06.147236Z,50,155408.jpg,1.5,Cook,0.0,False,,a,3,91,3,118,23,1340,41,0.2,0.6,L.Cook,135,0,0,0,3,0,0,0,0,0,0,0,13,21.2,3.6,1.0,2.6,1,0.03,0.02,0.05,4.01,252,102,286,148,319,158,312,138,,,,,,,0.02,0.0,0.01,0.03,2.67,2.0,185,112,291,134,229,104,600,237,0.67,0.0
0.0,0.0,244085,0,0,0,0,0,3,0.0,0.0,0,Siriki,0.0,67,False,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,244085.jpg,0.0,Dembélé,0.0,False,,u,3,91,0,0,0,268,17,0.0,0.0,Siriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,213,567,212,555,204,577,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,409,221,577,217,578,217,684,288,0.0,0.0
0.0,0.0,81012,0,0,-1,1,0,2,0.0,0.0,0,Ryan,0.0,68,False,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,44,81012.jpg,0.0,Fredericks,0.0,False,,i,3,91,0,154,8,1316,68,0.0,0.0,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,490,196,476,193,449,179,497,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,491,120,497,194,498,194,613,212,0.0,0.0
0.0,0.0,463981,0,0,0,0,0,2,0.0,0.0,0,James,0.2,69,False,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,40,463981.jpg,1.0,Hill,0.2,False,,u,3,91,1,6669,0,9181,1993,0.0,0.2,Hill,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,0.0,0.2,0,0.00,0.01,0.01,0.19,457,177,307,109,412,158,374,134,,,,,,,0.0,0.0,0.06,0.06,1.14,0.0,674,210,342,116,270,90,289,113,0.0,0.0
100.0,100.0,235530,0,0,0,0,0,2,0.2,0.2,0,Lloyd,0.2,70,False,,2023-07-26T15:30:04.054546Z,45,235530.jpg,0.5,Kelly,0.0,False,,a,3,91,1,621,64,729,97,0.0,0.2,Kelly,104,0,0,0,2,0,0,0,1,0,0,0,12,8.8,1.3,2.0,1.2,1,0.00,0.01,0.01,2.14,308,117,312,112,298,106,342,120,,,,,,,0.0,0.0,0.01,0.01,1.85,1.73,405,96,355,125,375,127,571,201,0.87,0.0
,,444183,0,0,-1,1,0,3,0.0,0.0,0,Gavin,0.0,71,False,,,44,444183.jpg,0.0,Kilkenny,0.1,False,,a,3,91,0,1115,272,2827,203,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,534,197,523,196,501,187,541,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,554,285,541,201,542,201,460,153,0.0,0.0
,,222683,-1,1,-2,2,0,3,1.2,1.2,2,Justin,1.2,72,False,,,48,222683.jpg,1.2,Kluivert,0.3,False,,a,3,91,5,2439,397,21205,1419,0.3,1.0,Kluivert,186,0,0,0,2,0,0,0,0,0,0,0,1,16.0,36.2,37.0,9.0,2,0.30,0.07,0.37,3.24,273,115,125,81,107,64,188,90,5.0,,,,,,0.15,0.0,0.03,0.18,1.57,0.97,315,211,228,102,257,115,275,81,0.97,0.0
0.0,,128309,0,0,-1,1,0,3,0.0,0.0,0,Jamal,0.0,73,False,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,128309.jpg,0.0,Lowe,0.0,False,,u,3,91,0,81,2,780,116,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,630,253,626,252,620,246,637,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,257,169,633,255,634,255,619,247,0.0,0.0
0.0,0.0,133845,0,0,-1,1,0,3,0.0,0.0,0,Emiliano,0.0,74,False,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,44,133845.jpg,0.0,Marcondes,0.0,False,,i,3,91,0,271,22,1984,113,0.0,0.0,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,499,178,486,176,460,167,506,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,505,263,507,183,508,183,577,223,0.0,0.0
,,223911,0,0,-1,1,0,2,0.2,0.2,1,Chris,0.2,75,False,,,44,223911.jpg,0.5,Mepham,0.1,False,,a,3,91,1,592,44,3296,133,0.0,0.2,Mepham,33,0,0,0,1,0,0,0,1,0,0,0,6,15.2,11.2,0.0,2.6,0,0.00,0.01,0.01,1.22,274,107,245,77,485,200,311,114,,,,,,,0.0,0.0,0.03,0.03,3.33,2.73,534,146,350,124,374,126,458,175,0.0,0.0
,,128340,0,0,-1,1,0,4,0.8,0.8,0,Kieffer,0.8,76,False,,,49,128340.jpg,1.0,Moore,0.3,False,,a,3,91,3,3861,266,19620,1802,0.2,0.6,Moore,54,0,0,0,0,0,0,0,0,0,0,0,4,0.4,6.0,17.0,2.1,0,0.27,0.06,0.33,0.66,371,44,274,38,183,39,325,41,,,,,,,0.45,0.0,0.1,0.55,1.1,0.0,258,52,286,40,318,44,260,44,0.0,0.0
,,69752,0,0,0,0,0,1,3.8,3.8,1,Norberto,3.8,77,False,,,45,69752.jpg,3.8,Murara Neto,1.1,False,,a,3,91,15,35824,2234,21179,2256,0.8,3.3,Neto,360,0,0,0,8,0,1,0,2,0,18,3,78,153.2,0.0,0.0,15.3,4,0.00,0.01,0.01,9.50,7,3,541,68,522,64,93,3,,,,,,,0.0,4.5,0.0,0.0,2.38,2.0,337,14,65,7,80,7,157,21,1.0,0.0
0.0,0.0,533463,0,0,-1,1,0,3,0.0,0.0,0,Dango,0.0,78,False,Ankle injury - Expected back 17 Sep,2023-08-12T21:30:06.219128Z,49,533463.jpg,0.0,Ouattara,0.0,False,,i,3,91,0,63,2,3483,88,0.0,0.0,O.Dango,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,649,266,644,264,638,258,653,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,309,206,650,266,651,266,602,239,0.0,0.0
0.0,0.0,156687,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,79,False,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,156687.jpg,0.0,Pearson,0.0,False,,u,3,91,0,0,0,79,7,0.0,0.0,Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,552,208,548,207,530,199,559,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,356,215,559,212,560,212,700,298,0.0,0.0
,,32259,0,0,0,0,0,1,0.0,0.0,0,Darren,0.0,80,False,,,40,32259.jpg,0.0,Randolph,0.6,False,,a,3,91,0,3418,266,8264,616,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,383,28,362,11,329,7,390,28,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,585,37,386,28,386,28,212,29,0.0,0.0
,,156685,0,0,0,0,0,3,1.2,1.2,0,Joe,1.2,81,False,,,50,156685.jpg,1.7,Rothwell,0.0,False,,a,3,91,5,375,18,752,85,0.2,1.0,Rothwell,210,0,0,0,5,0,0,0,0,0,0,0,25,24.2,28.1,3.0,5.5,3,0.03,0.07,0.10,5.41,243,95,151,94,285,140,254,112,2.0,,4.0,,,,0.01,0.0,0.03,0.04,2.32,2.14,186,113,232,105,219,101,585,226,1.29,0.0
100.0,100.0,437730,0,0,0,0,0,4,3.2,3.2,1,Antoine,3.2,82,False,,2023-08-06T23:30:05.439700Z,45,437730.jpg,3.2,Semenyo,3.2,False,,a,3,91,13,285751,18697,92486,15410,0.7,2.9,Semenyo,221,1,1,0,6,0,0,0,1,0,0,1,36,41.6,20.6,66.0,12.7,3,0.61,0.13,0.74,6.42,179,20,188,26,58,21,126,21,,,,,,,0.25,0.0,0.05,0.3,2.61,2.44,421,72,87,15,106,18,97,17,1.22,0.0
,,221466,0,0,-1,1,0,2,1.5,1.5,4,Marcos,1.5,83,False,,,44,221466.jpg,2.0,Senesi,0.1,False,,a,3,91,6,3519,692,6620,319,0.3,1.4,Senesi,232,0,1,0,6,0,0,0,0,0,0,0,46,68.0,25.4,0.0,9.4,3,0.00,0.25,0.25,7.21,108,42,164,40,479,196,180,55,,,,,,,0.0,0.0,0.1,0.1,2.8,2.33,528,142,191,59,173,56,361,141,1.16,0.0
100.0,25.0,54469,0,0,-1,1,0,2,0.0,0.0,0,Adam,0.0,84,False,,2023-08-06T23:30:05.454428Z,44,54469.jpg,0.0,Smith,0.0,False,,a,3,91,0,147,29,1459,35,0.0,0.0,Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,484,192,470,189,443,175,491,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,485,116,491,190,492,190,611,211,0.0,0.0
,,154566,0,0,0,0,0,4,5.2,5.2,7,Dominic,5.2,85,False,,,65,154566.jpg,5.2,Solanke,2.6,False,,a,3,91,21,55616,5562,86491,6791,0.8,3.2,Solanke,360,2,1,0,8,0,0,0,0,0,0,2,58,103.2,67.6,142.0,31.4,4,1.76,0.21,1.97,9.50,43,6,56,5,15,6,23,6,,,,,1.0,,0.44,0.0,0.05,0.49,2.38,2.0,49,19,26,7,33,8,106,18,1.0,0.0
100.0,25.0,201658,0,0,-1,1,0,3,1.0,0.2,4,Marcus,1.0,86,False,,2023-07-26T15:30:04.076941Z,54,201658.jpg,4.0,Tavernier,0.0,False,,a,3,91,4,211,101,1477,33,0.2,0.7,Tavernier,19,0,1,0,1,0,0,0,0,0,0,0,16,17.4,10.3,2.0,3.0,0,0.00,0.28,0.28,1.83,267,112,254,137,314,154,300,132,4.0,,3.0,,,,0.0,0.0,1.33,1.33,8.67,4.74,137,83,268,122,76,33,612,244,0.0,0.0
,,424044,0,0,-1,1,0,3,0.5,0.5,0,Hamed,0.5,87,False,,,49,424044.jpg,1.0,Traorè,0.0,False,,a,3,91,2,253,10,1015,67,0.1,0.4,Hamed Traorè,36,0,0,0,1,0,0,0,0,0,0,0,7,12.6,14.7,28.0,5.5,0,0.15,0.01,0.16,0.72,281,121,217,123,128,74,253,111,,,6.0,,,,0.38,0.0,0.02,0.4,1.8,2.5,295,195,324,147,329,148,586,227,0.0,0.0
0.0,0.0,229600,0,0,0,0,0,1,0.0,0.0,0,Mark,0.0,88,False,On loan to Stoke City for the season,2023-07-28T08:25:34.409705Z,40,229600.jpg,0.0,Travers,0.1,False,,u,3,91,0,0,0,4832,367,0.0,0.0,Travers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,431,54,415,39,383,35,439,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,65,434,53,435,54,384,57,0.0,0.0
,,477580,0,0,0,0,0,2,1.2,1.2,1,Illia,1.2,89,False,,,45,477580.jpg,1.2,Zabarnyi,0.1,False,,a,3,91,5,3974,73,3536,278,0.3,1.1,Zabarnyi,360,0,0,0,8,0,0,0,0,0,0,0,57,84.4,3.8,4.0,9.3,4,0.00,0.03,0.03,9.50,60,16,283,96,268,94,183,56,,,,,,,0.0,0.0,0.01,0.01,2.38,2.0,440,109,226,71,255,81,407,157,1.0,0.0
,,544877,0,0,0,0,0,2,1.2,1.2,1,Milos,1.2,595,False,,,45,544877.jpg,1.2,Kerkez,0.2,False,,a,3,91,5,4819,140,6322,594,0.3,1.1,Kerkez,360,0,0,0,8,0,0,0,0,0,0,0,43,68.2,39.8,8.0,11.6,4,0.00,0.16,0.16,9.50,106,40,117,26,231,74,143,38,,,,,,,0.0,0.0,0.04,0.04,2.38,2.0,473,113,227,72,256,82,294,115,1.0,0.0
,,215531,0,0,0,0,0,1,0.0,0.0,0,Ionuț,0.0,607,False,,,45,215531.jpg,0.0,Radu,0.1,False,,a,3,91,0,410,43,2649,202,0.0,0.0,Radu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,561,80,557,74,544,72,568,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,386,22,568,79,569,80,418,61,0.0,0.0
,,474772,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,619,False,,,40,474772.jpg,0.0,Greenwood,0.2,False,,a,3,91,0,3528,443,4305,400,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,460,179,444,176,415,160,467,179,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,213,465,175,466,175,350,134,0.0,0.0
,,232980,0,0,0,0,0,2,1.0,1.0,0,Max,1.0,643,False,,,45,232980.jpg,1.0,Aarons,0.2,False,,a,3,91,4,9756,420,5269,650,0.2,0.9,Aarons,344,0,0,0,8,0,0,0,1,0,0,0,54,66.0,40.2,2.0,10.9,4,0.02,0.17,0.19,9.31,114,43,114,25,297,105,150,40,,,,,,,0.01,0.0,0.04,0.05,2.44,2.09,401,93,251,85,298,108,328,127,1.05,0.0
0.0,0.0,503139,0,0,0,0,0,3,0.0,0.0,0,Alex,0.0,644,False,Knee injury - Unknown return date,2023-08-11T16:00:09.116839Z,50,503139.jpg,0.0,Scott,0.0,False,,i,3,91,0,371,15,897,56,0.0,0.0,Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,666,279,664,277,659,272,669,279,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,223,141,666,278,667,278,651,265,0.0,0.0
0.0,0.0,200785,0,0,0,0,0,3,0.0,0.0,0,Tyler,0.0,673,False,Hamstring injury - Unknown return date,2023-08-25T11:00:06.801620Z,50,200785.jpg,0.0,Adams,0.0,False,,i,3,91,0,201,12,128,15,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,275,657,273,651,267,664,275,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,196,123,660,274,661,274,693,292,0.0,0.0
,,191866,0,0,0,0,0,2,1.0,1.5,1,Kristoffer,1.5,90,False,,,45,191866.jpg,2.0,Ajer,0.3,False,,a,4,94,6,9308,322,9507,1074,0.3,1.3,Ajer,93,0,1,0,2,0,0,0,0,0,0,0,25,35.6,12.5,48.0,9.6,1,0.36,0.65,1.01,1.16,209,83,231,69,88,11,178,53,,,,,,,0.35,0.0,0.63,0.98,1.12,1.94,372,71,194,61,178,59,264,103,0.97,0.0
